proba_H,proba_D,proba_A,B365H,B365D,B365A,market_prob_H,market_prob_D,market_prob_A,ckfm_H,ckfm_D,ckfm_A,FTR
0.09784296501149996,0.6276139633959614,0.27454307159253855,2.81,3.77,2.62,0.3548770717090679,0.2645104964197562,0.3806124318711758,-0.25703410669756793,0.3631034669762052,-0.10606936027863728,D
0.729092004503085,0.13546540941426943,0.1354425860826456,3.07,4.17,2.83,0.35448212885726216,0.26097365361913544,0.3845442175236024,0.3746098756458228,-0.125508244204866,-0.24910163144095682,H
0.0200119501874526,0.6726183177105184,0.3073697321020289,1.93,4.09,3.82,0.5057866436172107,0.23867193696362266,0.25554141941916664,-0.4857746934297581,0.43394638074689573,0.051828312682862254,A
0.25890493093112465,0.004373639091215078,0.7367214299776603,2.71,3.06,2.48,0.33575492651157846,0.29735158524391425,0.3668934882445071,-0.0768499955804538,-0.2929779461526992,0.3698279417331532,D
0.8026024923499441,0.10723696528112109,0.09016054236893489,2.6,3.05,3.86,0.3958774672988331,0.3374693163858906,0.2666532163152763,0.40672502505111097,-0.23023235110476953,-0.17649267394634138,H
0.15474872732017797,0.2770607756460601,0.5681904970337619,3.15,3.26,1.83,0.27118135577041086,0.26203106462478354,0.4667875796048056,-0.11643262845023289,0.015029711021276537,0.1014029174289563,A
0.3046859769719794,0.18545189156142977,0.5098621314665907,3.3,3.41,3.62,0.34730131220599164,0.33609804407031446,0.31660064372369406,-0.04261533523401223,-0.1506461525088847,0.1932614877428966,D
0.15780486043324113,0.36292607039767033,0.4792690691690884,1.43,3.49,3.8,0.5598922602135376,0.2294114418639996,0.21069629792246278,-0.4020873997802964,0.13351462853367074,0.2685727712466256,H
0.2569771277126353,0.6490258916101708,0.0939969806771939,2.82,3.96,2.07,0.32526248125133916,0.2316263124062567,0.44311120634240414,-0.06828535353870385,0.4173995792039141,-0.3491142256652102,D
0.43310547649929537,0.5383635927629493,0.02853093073775539,1.51,2.9,2.72,0.4817334587338618,0.2508336285131487,0.2674329127529894,-0.048627982234566436,0.2875299642498006,-0.23890198201523402,H
0.7862860496381189,0.1571686458269391,0.05654530453494223,2.55,2.86,2.03,0.317685619387917,0.28325116413957635,0.3990632164725066,0.46860043025020187,-0.12608251831263725,-0.34251791193756437,A
0.3718667069087166,0.42150531350147086,0.20662797958981252,2.0,3.47,3.44,0.4634426636849298,0.26711392719592497,0.26944340911914527,-0.09157595677621322,0.15439138630554589,-0.06281542952933275,A
0.2244157914592176,0.06348919144263249,0.7120950170981499,2.04,3.99,2.99,0.4558815100136419,0.2330822757964485,0.31103621418990957,-0.2314657185544243,-0.169593084353816,0.40105880290824036,A
0.41619664065684514,0.0933800683775676,0.4904232909655871,2.14,3.13,3.25,0.42695492682271663,0.29191167520786376,0.2811333979694196,-0.010758286165871489,-0.19853160683029616,0.20928989299616751,D
0.012795366992628511,0.8777086435721796,0.10949598943519176,2.7,3.89,2.11,0.3362804665702498,0.2334080359227955,0.43031149750695474,-0.3234850995776213,0.6443006076493841,-0.32081550807176296,D
0.4951224874668689,0.17026497160190265,0.3346125409312286,2.1,3.24,2.15,0.38096800656275637,0.24692370795734211,0.3721082854799016,0.11415448090411251,-0.07665873635543946,-0.03749574454867299,A
0.17628115924849175,0.04553687509189178,0.7781819656596166,2.94,4.31,1.71,0.29399375321613636,0.20054330265787493,0.5054629441259888,-0.11771259396764461,-0.15500642756598315,0.2727190215336278,H
0.227841399620259,0.4282919205848592,0.34386667979488167,2.25,4.32,2.44,0.40933873899063333,0.21319725989095484,0.3774640011184119,-0.18149733937037432,0.21509466069390437,-0.033597321323530216,D
0.25640787193485665,0.7175151026642486,0.026077025400894675,1.54,3.31,3.06,0.5079946234401959,0.23634795169120892,0.25565742486859533,-0.2515867515053392,0.48116715097303964,-0.22958039946770065,D
0.3315375180600346,0.07034281300684257,0.5981196689331227,3.05,3.19,3.83,0.3633116950699849,0.3473669811797661,0.289321323750249,-0.03177417700995028,-0.2770241681729235,0.30879834518287375,H
